product_name,category,sub_category,brand,price,description
Sahara Convertible Pants - Men's,mens-clothing,mens-bottoms,REI Co-op,69.95,"Keep cool no matter what the trail throws your way with the REI Co-op Sahara Convertible pants&#8212;lightweight, water-repellent trail duds that transform into shorts with the quick pull of a zipper."
Capilene Thermal Weight Long Underwear Crew Top - Men's,mens-clothing,mens-tops,Patagonia,89,"For technical alpine routes or sidecountry powder searches, this serious base layer keeps you warm and dry under pressure and exertion."
Donavan Crewneck Sweater - Men's,mens-clothing,mens-tops,Arc'teryx,103.93,"Made to wear around town, the Arc'teryx Donavan Crewneck men's sweater delivers a classic wool sweater look and a double-knit construction that offers a soft wool face and a warm knit backer."
ThermoBall Insulated Vest - Men's,mens-clothing,mens-tops,The North Face,149,"Get ultimate all-weather utility in The North Face ThermoBall vest. It's a full-featured, do-it-all with ThermoBall&#174; insulation that's just as compressible as down and insulates even when wet."
PhD Light Quarter-Zip Top - Men's,mens-clothing,mens-tops,Smartwool,65.93,"When your training schedule calls for an 8-mile run, pull on the Smartwool PhD Light quarter-zip top and run 10 instead. It's ideal for running, hiking and any active pursuits in warmer weather."
Capilene Lightweight Crew Neck Long Underwear Top - Women's,womens-clothing,womens-underwear,Patagonia,49,Wear the ultralight Patagonia Capilene Lightweight Crew Neck long underwear top on cool-to-mild days of backpacking when temperatures fluctuate due to sun and shade or day and night.
Oasis Half-Zip Long Underwear Top - Women's,womens-clothing,womens-underwear,Icebreaker,100,"With soft merino wool and a half-zipper that makes it easy to control your comfort, the women's Icebreaker Oasis half-zip long underwear top is well suited to stop-and-go activities in cool weather."
Defiant Zip-Neck Long Underwear Top - Women's,womens-clothing,womens-underwear,KUHL,68.93,"The KUHL Defiant Zip-Neck women's long underwear top uses a merino wool and Sorona&#174; polyester blend fabric for softness and insulation, and the double-layer yoke adds warmth and comfort."
Give-N-Go Sport Mesh Hipkini Briefs - Women's,womens-clothing,womens-underwear,ExOfficio,24,"The active fit, ultralight mesh and smooth fabric waistband make the ExOfficio Give-N-Go Sport Mesh Hipkini briefs the most comfortable performance underwear you'll ever put on."
Give-N-Go String Bikini Briefs - Women's,womens-clothing,womens-underwear,ExOfficio,11.93,"With an excellent fit and easy stretch, the ExOfficio Give-N-Go&#174; String bikini briefs increase your comfort while traveling, working out or just hanging around the house."
Matilda One-Piece Swimsuit - Women's,womens-clothing,womens-swimwear,prAna,65.93,The prAna Matilda One-Piece is a high-neck halter swimsuit with an adjustable triple-strap cross-back detail and underbust band. The adjustable straps and back hook entry let you personalize the fit.
Vantage Board Shorts - Women's,womens-clothing,womens-swimwear,O'Neill,21.83,"The O'Neill Vantage board shorts are the perfect fit both in and out of the water&#8212;lightweight, quick drying and with a 5 in. inseam that provides just the right amount of coverage."
Rai Swim Tights - Women's,womens-clothing,womens-swimwear,prAna,70,"Take studio style to the waves with the prAna Rai swim tights. A wide waistband and curved side seams stay put, while an interior elastic drawcord cinches for extra support while playing in the water."
Harmony Capris - Women's,womens-clothing,womens-swimwear,O'Neill,34.83,"Hit the surf in the O'Neill Harmony print capris, which feature durable stretch fabric. Go straight from the water to your next adventure and take advantage of their quick-dry technology."
Crypsis Diamondfit Swimsuit - Women's,womens-clothing,womens-swimwear,TYR,80,Don't be distracted by a one-piece suit that won't work with you. The women's TYR Crypsis Diamondfit swimsuit has the right blend of stretch and durability to keep you in the pool day after day.
Xinglet Lite Reflective Vest,womens-clothing,womens-vests,Amphipod,25,"Stay visible during dawn or nighttime runs with this minimalist, reflective belt."
Falketind Down 750 Vest - Women's,womens-clothing,womens-vests,Norrona,239,A blend of 750-fill down and synthetic insulation join forces on the compressible women's Norrona Falketind Down 750 vest&#8212;a mid layer that's made to keep pace with your passion for adventure.
South Canyon Bluff Insulated Vest - Women's,womens-clothing,womens-vests,Columbia,69.93,"Celebrating the heyday of the ski vest and its full-circle return to style today, the water-resistant Columbia South Canyon Bluff insulated vest is flannel lined for authenticity to the retro look."
Lone Creek Hooded Vest - Women's Plus Sizes,womens-clothing,womens-vests,Columbia,69.93,"A versatile, full-zip vest that's ready to stand up to the elements, the water-resistant Columbia Lone Creek hooded vest features synthetic down insulation and and attached, adjustable hood."
Glacier View Fleece Poncho Pullover Sweater - Women's,womens-clothing,womens-sweaters,Woolrich,68.93,"There's no need to cancel day trips or winter outings due to the cold when you have the warm, cozy Woolrich Glacier View fleece poncho ready to slip on before you head out."
Violet Sweater - Women's,womens-clothing,womens-sweaters,MPG,39.93,"Throw on this stretchy, buttery-soft MPG Violet pullover after your workout or on your next weekend getaway. It's made with soft fleece and an oversize, cowl-neck collar for warmth and coziness."
Banshee Pullover Hoodie - Women's,womens-clothing,womens-sweaters,tentree,46.93,The Banshee Pullover hoodie from tentree offers a different take on your basic hoodie with its cowl neckline.
Tupelo Sweater - Women's,womens-clothing,womens-sweaters,Toad&Co,89.93,"Naturally stretchy and moisture-wicking performance is yours with the Toad&Co Tupelo Sweater. Its mock neck and drop-shoulder sleeves offer cozy, casual comfort"
Gotu Pullover - Women's,womens-clothing,womens-sweaters,prAna,89,"The prAna Gotu Pullover will quickly become the only layer you reach for when heading to early yoga sessions. Blended organic cotton fleece, a crossover neckline and hand pockets are supremely cozy."
Coastline T-Shirt - Kids',kids-clothing,kids-shirts,United By Blue,10.83,There's nothing quite like falling asleep under the stars to the sound of waves lapping the shore. Let your young adventurer celebrate the outdoors by wearing the United By Blue Coastline kids' tee.
Mini Breaker Sunguard Rashguard - Girls',kids-clothing,kids-shirts,Columbia,35,"Summertime means long hours in the sun. The stretchy, sweat-wicking Columbia Mini Breaker Sunguard rashguard dries quickly and blocks harmful UV rays to protect delicate skin for unlimited beach fun."
Capilene Silkweight Graphic T-Shirt - Boys',kids-clothing,kids-shirts,Patagonia,29,"See your little one run rapids, catch fish and devour s'mores in the boys' Patagonia Capilene&#174; Silkweight graphic T-shirt, which features wicking performance fibers that lend UPF 50+ protection."
Sahara Solid Long-Sleeve Shirt - Girls',kids-clothing,kids-shirts,REI Co-op,27.93,Our comfortable Sahara Solid long-sleeve hiking shirt has roll-up sleeves and sun-protective fabric to let girls adapt to changing weather.
Bugaboo Snow Pants - Kids',kids-clothing,kids-pants,Columbia,75,"The insulated, waterproof Bugaboo pants for kids will beat cold, soggy jeans any day. These pants provide a warm, dry barrier between their legs and snow drifts."
Athena Capris - Girls',kids-clothing,kids-pants,Columbia,16.83,The Columbia Athena capris for girls are ready to accompany your warrior princess on all her adventures. Comfort stretch fabric and an elastic waistband keep up with her on day hikes and bike rides.
Spur Trail Pants - Boys',kids-clothing,kids-pants,The North Face,49,"Take the main trail or head out on the spur in the boys' Spur Trail pants from The North Face. Either way, he'll be comfortable and protected."
Long Leggings - Girls',kids-clothing,kids-pants,Onzie,46,Add a little funk (the good kind) to her athletic goals with the girls' Onzie Long leggings. Their bright printed construction dries quickly and stretches with her wherever she's headed.
Fast Trek Mittens - Toddlers',kids-clothing,kids-clothing-accessories,Columbia,16,Keep little paws warm and toasty in Columbia Fast Trek soft fleece toddlers' mittens. Elastic at wrists seals out the elements while a polyurethane palm grip encourages exploration.
Wiggly Jiggly Hat - Girls',kids-clothing,kids-clothing-accessories,Turtle Fur,15.93,"With a chunky knit texture, earflaps, fleece lining and a fun pom on top, this girls' hat is ready for winter fun."
CoolMesh II Crew Socks - Kids',kids-clothing,kids-clothing-accessories,WRIGHTSOCK,11,"Ideal for running, walking and light hiking, the kids' Wrightsock CoolMesh II Crew Socks snuggle feet in a light, quick-drying and breathable double layer with a minimal feel."
Striped Hike Medium Crew Socks - Kids',kids-clothing,kids-clothing-accessories,Smartwool,12.95,"With the right socks, kid-size trail mavericks can outlast their grownup counterparts. Smartwool Striped Hike Medium crew socks fit the bill with full-length cushion, arch braces and flat-knit toes."
Better Sweater Fleece Jacket - Girls',kids-clothing,kids-jackets,Patagonia,61.93,"The Patagonia Better Sweater fleece jacket handles the wild and grubby just as well as the domestic and presentable, which is why this sweater is so much better for your little adventuress."
Cirque Featherless Insulated Jacket - Girls',kids-clothing,kids-jackets,Marmot,120,"Keep your little girl nice and toasty as she sleds, camps or goes out for a winter walk by outfitting her with the Marmot Cirque Featherless insulated jacket."
Cirque Featherless Insulated Jacket - Boys',kids-clothing,kids-jackets,Marmot,120,Keep him warm and toasty during a day of sledding or through the evening at the campsite by outfitting him in the Marmot Cirque Featherless insulated jacket.
Bivy Down Hoodie - Boys',kids-clothing,kids-jackets,Patagonia,96.93,"Up to any winter task, the windproof, water-resistant Patagonia Bivy down hoodie has a lightweight shell with a contrast hood and yoke for added protection from the elements."
Chaser Pants - Women's,womens-clothing,womens-bottoms,Brooks,44.83,"Combining style and performance, the women's Brooks Chaser pants add just-right coverage for cool-weather runs and casual style that's ready for postrun coffee and catching up with friends."
Gloria Snow Pants - Women's,womens-clothing,womens-bottoms,Burton,179.95,"Slim and tailored to fit like your favorite low-rider jeans, bestselling women's Burton Gloria pants are a waterproof wonder with a touch of stretch so there's no compromise in coverage or comfort."
Clio Soft-Shell Snow Pants - Women's,womens-clothing,womens-bottoms,Obermeyer,230,"Sample the goods off-piste in the women's Obermeyer Clio soft-shell snow pants. Anatomic shaping plus 8,000mm/5,000g of waterproofing/breathability make these pants versatile for bluebird days."
Nikka Trousers - Women's,womens-clothing,womens-bottoms,Fjallraven,101.93,"Made for trekking and climbing, the women's Fjallraven Nikka trousers feature movement-mirroring fabric. Plus, they have reinforcements in key zones to lend comfort and extend the life of the pants."
Hydraulics Sternum Strap and Tube Magnet Kit,cycling,bike-packs-bags-trailers,Osprey,8,"The Osprey Hydraulics sternum strap and tube magnet kit magnetically secures your hydration pack's tube out of the way when you don't need it, while keeping it front and center for when you do."
Seat-Pack Saddle Bag,cycling,bike-packs-bags-trailers,Ortlieb,159.95,"The spacious Ortlieb Seat-Pack waterproof saddle bag holds a change of clothes and some equipment, and always stays the same shape and in position on the bike, no matter how epic the terrain."
Hydration Kit,cycling,bike-packs-bags-trailers,MSR,19.95,Redesigned 2006 kit upgrades your MSR&#174; Dromedary&#8482; or DromLite&#8482; bag into a hands-free hydration bag.
Travoy Lower Market Trailer Bag,cycling,bike-packs-bags-trailers,Burley,79,The Burley Travoy Lower Market trailer bag buttons securely onto the frame of your Burley Travoy trailer and offers large-size storage capacity. Sides expand to accommodate those extra-large loads.
Axle Mount Kickstand for 16 in. Wheels,cycling,bike-racks-and-storage,EVO,8,This axle mount kickstand is perfect for bikes with 16 in. wheels that can't use a traditional kickstand.
Storage Hook,cycling,bike-racks-and-storage,Feedback Sports,4,Add this coated storage hook to your garage or laundry room to easily store your bike or gear and equipment off the floor.
Raceway Pro 2 Bike Trunk Rack,cycling,bike-racks-and-storage,Thule,349.95,"This premium 2-bike rack attaches quickly and easily to your car, while an innovative dial lets you cut the slack for a strong, custom fit simply by turning your wrist."
ThruRide Thru-Axle Bike Mount,cycling,bike-racks-and-storage,Thule,229.95,This thru-axle bike mount fits a complete range of axle diameters and offers universal roof rack compatibility.
New York Standard U-Lock,cycling,bike-accessories,Kryptonite,102.95,"Delivering excellent security, the stout Kryptonite New York Standard U-lock is reinforced to offer added protection and resistance against would-be bike thieves."
Elemnt Mini Bike Computer,cycling,bike-accessories,Wahoo Fitness,100,"Provides accurate speed, distance and time as a standalone computer&#8212;or pair with your phone for enhanced features such as GPS tracking."
Urban 900 Front Bike Light,cycling,bike-accessories,Light & Motion,100,See obstacles on the road and be seen by drivers when you ride with the rechargeable Light & Motion Urban 900 front bike light. It offers class-leading output and protective visibility day and night.
Hydraulics Bite Valve,cycling,cycling-backpacks-and-bags,Osprey,6,The Osprey Hydraulics bite valve provides a high-quality replacement for your old beat-up standby.
Elite Thermal Bike Shoe Toe Covers,cycling,cycling-shoes,Pearl Izumi,20,Reach for these Pearl Izumi Elite Thermal bike shoe toe covers on cool days to keep your toes warm without the bulk of full length shoe covers.
Alpineduro Mountain Bike Shoes - Men's,cycling,cycling-shoes,Giro,99.83,"Built for comfort and weather protection for year-round riding, the Alpineduro has built-in insulation, nylon shanks and clipless-pedal-ready Vibram outsoles that won't sacrifice walking comfort."
SH-11 SPD-SL Cleat,cycling,cycling-shoes,Shimano,24,Replacement cleats for Shimano SPD/SL road shoes feature floating mode
Elite Escape LTD Bike Jersey - Men's,cycling,cycling-clothing,Pearl Izumi,54.83,The Pearl Izumi Elite Escape LTD Bike jersey combines classic graphics and fit with high-performance fabric for a jersey that keeps you feeling (and looking) cool during all-day adventures.
Fibertex Combo Pack,skiing,ski-tuning-and-tools,Swix,12,"When preparing to wax skis or snowboards, use the Swix Fibertex nylon pads for base cleanup."
Synthetic Cork,skiing,ski-tuning-and-tools,Swix,5.95,Synthetic cork is excellent for smoothing hard wax onto skis or snowboards.
Base Binder Green,skiing,ski-tuning-and-tools,Swix,20,Base-wax binder for Swix&174; VR and V waxes in conditions colder than -1&#176; C (30&#176; F)
Zap 2.0 Helmet Cover,cycling,bike-helmets,Sugoi,27.93,Pull this helmet cover on to add a little extra water and wind protection while riding.
Metroride MIPS Bike Helmet,cycling,bike-helmets,Nutcase,105,"At home on your 9-to-5 commute, a night date, at happy hour or a long weekend excursion, the Nutcase Metroride MIPS bike helmet keeps your head protected in a light, breathable and compact design."
Flux Bike Helmet - Women's,cycling,bike-helmets,Fox,69.93,"Always a best seller for Fox, the Flux women's bike helmet offers trail-tough performance features with legendary Fox style to make it perfect for nearly any type of riding you can imagine."
Star Pro Bike Helmet with Shield,cycling,bike-helmets,Bell,139.93,"Full commitment to speed and efficiency led to the Star Pro, a game-changing road helmet that offers full ventilation and aero-style coverage, plus a removable magnetic eye shield."
Podium 700C Bike,cycling,bikes,Diamondback,418.93,"Modeled after adult road bikes, the Podium 700C road bike includes all the features they need to enjoy rides with you on the weekend and keep them growing with their new favorite sport."
CTY 1.2 Bike,cycling,bikes,Co-op Cycles,799,"Head off to work or the store on the Co-op Cycles CTY 1.2 hybrid bike. A versatile 3 x 9 drivetrain, flat handlebar for comfortable upright riding, and room to add rack/fenders make it a sweet ride."
Quick Disc 3 Bike,cycling,bikes,Cannondale,870,"Whether commuting to work or getting out for some exercise on the weekend, your journey starts with the comfort, confidence and speed provided by the Cannondale Quick Disc 3 bike."
DRT 1.2W Women's Bike,cycling,bikes,Co-op Cycles,799,The Co-op Cycles DRT 1.2W is a hard-charging trail machine built for a woman's geometry. The Shimano 3 x 9 drivetrain gives you wide-ranging gears and the bike is dropper-post compatible.
Luan Skis with Bindings - Women's - 2017/2018,skiing,skis,Salomon,399.95,"Relax and stay in control from the top of the mountain to the bottom when you step into the nimble, easy-to-handle Salomon Luan skis with E Lithium 10 bindings."
Navigator 80 Skis - Men's - 2017/2018,skiing,skis,Nordica,399.95,"Made for progressing skiers and ex-racers who love to carve and go fast, the Nordica Navigator 80 skis have a wood core with vibration-reducing metal that lets you maintain a solid edge on hard snow."
BC 70 Backcountry Skis with NNN BC Auto Bindings,skiing,skis,Rossignol,339.95,"BC 70 skis are lightweight, metal-edge touring skis designed for off-trail exploring or light on-trail use. It comes with NNN BC Auto bindings, so all you need to add are poles and boots."
Snowscape 9 Skin Cross-Country Skis with Bindings,skiing,skis,Salomon,285,"Take your fitness regimen into winter with the Salomon Snowscape 9 Skin cross-country skis. They're built with easy up-and-down performance, light weight and quiet skin grip technology."
Akkomplice Krew Long Underwear Top - Women's,womens-clothing,womens-shirts,KUHL,69,The innovative KUHL Akkomplice Krew women's long underwear top employs technical Italian korekontrol fabric woven from multifilament yarns for improved moisture-wicking to keep you warm and dry.
Capilene Thermal Weight Zip-Neck Long Underwear Top - Women's,womens-clothing,womens-shirts,Patagonia,99,"When a foot-wide ledge becomes your bed for the night, this women's compressible zip-neck top helps turn up the heat."
Tech T-Shirt - Women's,womens-clothing,womens-shirts,REI Co-op,12.93,"A wardrobe staple that goes beyond basic, the women's Tech T-shirt wicks moisture and dries quickly to keep you cool and comfortable while hiking, running, working out or throwing a disc at the park."
Capilene Midweight Zip-Neck Long Underwear Top - Women's,womens-clothing,womens-shirts,Patagonia,69,"Through winter, summer and both shoulder seasons, the Patagonia Capilene Midweight zip-neck long underwear top won't let you down. The performance fabric pulls its weight on any type of adventure."
Blackcomb Evolution Warm Base Layer Shirt w/ Face Mask - Women's,womens-clothing,womens-shirts,Odlo,110,"Offering outstanding midweight performance, the women's Odlo Blackcomb Evolution Warm base layer shirt with face mask offers warmth and comfort while skiing, running or hiking in cold conditions."
Merritt Sweater Skirt,womens-clothing,womens-skirts-and-dresses,Toad&Co,72.93,"When the mercury drops, the women's Toad&Co Merritt sweater skirt helps you stay toasty warm with humanely sourced wool that pairs easily with leggings or tights."
Double Knit Dress - Women's,womens-clothing,womens-skirts-and-dresses,Royal Robbins,41.83,"Combining sleek style, soft comfort, and moisture-wicking performance with a mountain heritage, the Royal Robbins Double Knit dress offers a flexible fit. Its 38 in. length falls just above the knee."
Freezer III Dress,womens-clothing,womens-skirts-and-dresses,Columbia,50,"Perfect for warm days spent by the water, the Columbia PFG Freezer III dress boasts UPF 50 sun protection, along with advanced cooling technology that'll keep you comfortable in the sun."
Chaka Skirt - Women's,womens-clothing,womens-skirts-and-dresses,Toad&Co,59,"The Toad&Co Chaka Skirt looks all grown-up but keeps things from getting too serious. The bottom hem falls a few inches above the knee, calling for flats in the day and boots when the sun goes down."
Mova Skort,womens-clothing,womens-skirts-and-dresses,KUHL,70,"When you want a skirt for travel or outdoorsy fun, yet want the added coverage of shorts, wear the Mova. The supersoft and stretchy skirt features attached mesh shorts underneath."
Fly-By Printed Shorts - Women's,womens-clothing,womens-shorts,Under Armour,30,"Under Armour Fly-By Printed shorts are super-breathable with their mesh side panels designed to dump excess heat as you run. And the lightweight, stretch woven fabric delivers comfort and durability."
To Dye For 2 Board Shorts - Women's,womens-clothing,womens-shorts,Roxy,39.5,Move with ease and comfort in and out of the water with the Roxy To Dye For 2 board shorts. They're made from recycled polyester with a touch of stretch and feature a 4-eyelet lace-up waistband.
Flaxible Shorts - Women's,womens-clothing,womens-shorts,Nau,28.83,"Soft, wrinkle-resistant and breathable, the linen-blend Nau Flaxible shorts seamlessly outfit your sunny ensembles."
Vantage Board Shorts - Women's,womens-clothing,womens-shorts,O'Neill,21.83,"The O'Neill Vantage board shorts are the perfect fit both in and out of the water&#8212;lightweight, quick drying and with a 5 in. inseam that provides just the right amount of coverage."
Dyad Cowl Neck Sweater - Women's,womens-clothing,womens-tops,Ibex,128.93,"For those days when picking a shirt and a scarf feels like too many choices, wear the Ibex Dyad Cowl Neck sweater. Even better, it's reversible so you can wear it twice a week without suspicion."
Bridget Flannel Shirt - Women's,womens-clothing,womens-tops,Marmot,41.93,"Pair this shirt with a skirt, jeans, or your beat-up pack&#8212;sometimes the lines between comfort and function get blurred."
Sarafin Wrap Sweater - Women's,womens-clothing,womens-tops,Mountain Hardwear,111.93,Reclaimed wool and cozy handwarmer pockets make the women's Mountain Hardwear Sarafin&#8482; wrap sweater a versatile mid layer you can wear to the mountains or to work throughout the chilly months.
Heritage Trail Full-Zip Sweater - Women's,womens-clothing,womens-tops,Smartwool,83.93,Wear this women's Smartwool Heritage Trail full-zip sweater as an outer jacket on fall day hikes or as an essential layer during the winter.
Avalon Bib Snow Pants - Women's,womens-clothing,womens-pants,Burton,219.95,"Score bonus coverage with the women's Burton Avalon Bib snow pants, featuring crisscross overalls, a streamlined chest pocket and drop-seat construction that makes pit stops a cinch."
Inspiratr Ankle Zip Pants - Women's,womens-clothing,womens-pants,KUHL,39.83,"KUHL Inspiratr ankle zip pants will inspire you to get up and get out. The soft, durable fabric is ready to explore, while ankle zips and articulated knees make it easy to move, dance and wander."
Fly-By Run Capris - Women's,womens-clothing,womens-pants,Under Armour,24.83,Run like the wind with the Under Armour Fly-By Run capris and their superlight HeatGear&#174; fabric. These running tights deliver superior coverage without weighing you down.
Lets Jet Pants - Women's,womens-clothing,womens-pants,lucy,61.93,The relaxed fit and soft drape of the lucy Let's Jet pants make them easy to wear when you're on the go. Convertible leg openings allow for a customized style that always looks put-together.
Halle Pants - Women's Short,womens-clothing,womens-pants,prAna,85,"The short Halle pants from prAna offer durable, water-resistant comfort and stretch. They are prepared for mountain hikes and desert bouldering, and are styled for urban adventures, as well."
Screeline Hybrid Full-Zip Fleece Jacket - Women's,womens-clothing,womens-jackets,REI Co-op,44.93,"A versatile mid layer, the women's REI Co-op Screeline Hybrid full-zip jacket combines lightweight fleece and stretch nylon to keep you warm and comfortable on the trail."
Alpensia Action Insulated Jacket - Women's,womens-clothing,womens-jackets,Columbia,147.93,Carve up the corduroy in the women's Columbia Alpensia Action insulated jacket. A slew of rider-oriented features including a storm hood and cozy thumbhole cuffs set this parka apart from the rest.
Nano Puff Insulated Hoodie - Women's,womens-clothing,womens-jackets,Patagonia,249,"Crafted from premium eco-friendly materials, the Patagonia Nano Puff hoodie protects you and the planet, excelling as a micro-belay parka and doubling as an insulated jacket on quick alpine dashes."
Lena Trench Coat - Women's,womens-clothing,womens-jackets,KUHL,140.93,"The Lena trench coat features fabric that's been peached and coated with blue wax for a soft, dry feel, and it has the technical abilities to withstand a slew of Seattle-like moisture."
Heli Insulated Gloves,womens-clothing,womens-clothing-accessories,Hestra Gloves,140,"Longer cuffs for deep snow, durable goatskin leather palms and removable liners make these gloves warm, water resistant and breathable."
Original Multifunctional Headwear,womens-clothing,womens-clothing-accessories,Buff,20,"A must-have accessory for every adventure, the multifunctional Original Buff is a bandana, ponytail holder, sun guard, scarf, hat, neck gaiter or dust screen."
Seattle Sombrero,womens-clothing,womens-clothing-accessories,Outdoor Research,60,"Designed to fend off rain, the Outdoor Research Seattle Sombrero also provides protection from the sun's harmful UV rays."
PhD Ski Medium Socks - Women's,womens-clothing,womens-clothing-accessories,Smartwool,25.95,"Don't let frigid temps stop you from taking one last run. The Smartwool PhD Ski Medium socks deliver maximum warmth, moisture management and breathability when the going gets cold."
Outdoor Athlete Socks,womens-clothing,womens-clothing-accessories,Thorlo,9.83,"Designed for obstacle racers and anyone who isn't afraid to get deep into the mud and slop, Thorlo Outdoor Athlete thin cushion socks deliver comfort and light compression support to hardworking feet."
Freedom Snow Pants - Men's,mens-clothing,mens-bottoms,The North Face,140,"Set your line and charge down the mountain with the weatherproof, non-insulated Freedom men's snow pants from The North Face. They have all the features the bell-to-bell crowd could ever want."
Quasar Lite Pants - Men's,mens-clothing,mens-bottoms,Mountain Hardwear,59.73,"When the mountains decide to make their own weather, the men's Mountain Hardwear Quasar Lite pants prepare you for the unforeseen with mechanical stretch and waterproof, breathable protection."
Rush LT Snow Pants - Men's,mens-clothing,mens-bottoms,Arc'teryx,348.93,"Made for touring, Arc'teryx Rush LT snow pants use lightweight Gore-Tex&#174; with C-Knit&#8482; tech, combining full winter protection with thermal management so you stay dry, warm and comfortable."
Stinger Bib Snow Pants - Men's,mens-clothing,mens-bottoms,Arc'teryx,575,"Made with rugged Gore-Tex&#174; Pro fabric, the hardworking Stinger bibs provide complete weather protection and are engineered for deep powder days in the backcountry."
"Activator Soft-Shell Pants - Men's 30"" Inseam",mens-clothing,mens-bottoms,REI Co-op,58.93,"An essential piece of gear for hikers and backpackers, our 30 in. Men's Activator Soft Shell Pants offer 4-way stretch and lightweight, breathable weather protection."
R1 Pullover - Men's,mens-clothing,mens-tops,Patagonia,129,"The Patagonia R1 pullover merges elegance and efficiency. It stretches, breathes, moves moisture and insulates to deliver superior performance on your outdoor adventures."
Capilene Midweight Zip-Neck Long Underwear Top - Men's,mens-clothing,mens-tops,Patagonia,69,Stay dry and comfortable when you're groveling up a cold chimney pitch or scrambling high above the timberline with the light and durable Patagonia Capilene Midweight Zip-Neck long underwear top.
Capilene Thermal Weight Zip Hoodie - Men's,mens-clothing,mens-tops,Patagonia,82.93,"Here's the ideal choice for alpine climbers who need warmth, exceptional breathability for aerobic sprints, and a heat-trapping hood to thaw out cold belays and nights on a foot-wide ledge."
Campshire Pullover Fleece Hoodie - Men's,mens-clothing,mens-tops,The North Face,149,"Perfect for warmth around the post-adventure campfire with friends, The North Face Campshire Pullover fleece hoodie offers cozy comfort with toasty 300-weight sherpa fleece."
UA Base 3.0 Crew - Men's,mens-clothing,mens-tops,Under Armour,21.73,The UA Base 3.0 Crew is a versatile midweight layer built to fight the bitter cold during a variety of activities.
Airkraft Shirt - Men's,mens-clothing,mens-tops,KUHL,85,"The KUHL Airkraft men's shirt uses a quick-drying, moisture-wicking polyester blend fabric with UPF 30 sun protection. A knit fabric back panel enhances your freedom of movement."
Magma 850 Down Vest - Men's,mens-clothing,mens-tops,REI Co-op,110.93,"Featuring premium, weather-resistant goose down and lightweight shell fabric, the REI Co-op Magma 850 down vest wraps your core in efficient insulation to keep you warm on cold-weather adventures."
Active Hipster Briefs - Women's,womens-clothing,womens-underwear,Patagonia,24,"This low-riding hipster underwear is made of soft, lightweight, recycled nylon blended with spandex for stretchy comfort."
Capilene Thermal Weight Long Underwear Crew Top - Women's,womens-clothing,womens-underwear,Patagonia,89,"Keep your core temperature regulated and your spirits high despite nasty weather with the Patagonia Capilene Thermal Weight long underwear crew top, which has interior fleece for warmth."
Maia C/D Sports Bra,womens-clothing,womens-underwear,Brooks,58,"Girlfriend tested and lab approved, the Brooks Maia C/D sports bra offers support for running and other high-impact activities with a flattering neckline that doesn't scream ""extra support!"""
Midweight Base Layer Crew Top - Women's,womens-clothing,womens-underwear,REI Co-op,34.93,"Designed to keep you warm and wick away moisture, the REI midweight base layer crew top is ideal for high-performance cold-weather outdoor activities."
Armour Crossback Mid Printed Sports Bra,womens-clothing,womens-underwear,Under Armour,23.93,The Armour Crossback Mid Printed sports bra from Under Armour uses HeatGear&#174; fabric for second-skin compression without the squeeze. Signature moisture transport system wicks sweat like a champ.
Silk V-Neck Shirt - Women's,womens-clothing,womens-underwear,REI Co-op,44.5,"Lightweight and supple, the REI Silk V-neck shirt provides great warmth for its weight and offers luxurious comfort."
Barely Bikini Briefs - Women's,womens-clothing,womens-underwear,Patagonia,22,"The Patagonia Barely bikini briefs are made of a soft, stretchy blend in a seamless, quick-drying weave to keep you dry, comfortable and active all day long."
Klamath Crew Long Underwear Top - Women's,womens-clothing,womens-underwear,Mammut,43.83,"With Polartec&#174; Power Wool&#8482;, the Mammut Klamath crew long-sleeve base layer top delivers warmth, temperature regulation and odor-fighting properties and is made for any activity level."
Luiza Tunic - Women's,womens-clothing,womens-swimwear,prAna,39.83,Bring the comfort of your favorite hoodie to the beach with the prAna Luiza tunic. The stretch crochet fabric is breathable and light on top of a swimsuit and the chevron lace pattern adds interest.
Avila Surf Swimsuit - Women's,womens-clothing,womens-swimwear,Seea,104.93,"For extended swim and surf sessions, shield your back, shoulders and arms with the long-sleeve protection of the Seea Avila Surf swimsuit. Contrasting underarm panels reduce chafing and add color."
Sayha Bikini Bottoms - Women's,womens-clothing,womens-swimwear,prAna,37.93,"The Sayha bikini bottoms from prAna offer retro style with a multi-strap detail. They have a low rise, and the standard leg cut offers moderate seat coverage."
Lahari One-Piece Swimsuit - Women's,womens-clothing,womens-swimwear,prAna,85,"The prAna Lahari one-piece swimsuit brings classic halter-top style to the beach. An empire band provides lift and support, and the colorful, patterned design adds a bright pop to any sunny day."
Cruz Rashguard - Women's,womens-clothing,womens-swimwear,Carve Designs,41.93,"Great for water sports and even hiking, the Carve Designs Cruz Rashguard offers lightweight and versatile sun protection along with long sleeves for maximum cover-up."
Alicia Tankini Swimsuit Top - Women's,womens-clothing,womens-swimwear,prAna,44.93,"The Alicia Tankini from prAna is a sporty bralette-inspired tankini swim top with a standard fit, full bust coverage and a wide underbust band. Cross-back straps and a back hook entry adjust the fit."
Silvana Board Shorts - Women's,womens-clothing,womens-swimwear,prAna,55,"The prAna Silvana board shorts bring mindful style to the ocean this summer. Recycled polyester is the foundation of performance fabric that's water-resistant, quick drying and protects against sun."
